koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,koi_disposition
0,0,0,0,23.9800854,147.537,0.95,5.351,104.0,1.31,649,41.94,5854,4.406000000000001,1.012,300.86397999999997,44.337551,12.882,CONFIRMED
0,0,0,0,3.895936525,170.52755200000001,0.524,2.3111,8544.8,7.34,1005,241.62,5557,4.592,0.774,294.65524,39.308361,15.725,CONFIRMED
0,0,0,0,22.36646466,175.45862,0.4,5.228,986.8,2.32,536,19.45,5395,4.615,0.7340000000000001,294.71063,39.52174,15.583,CONFIRMED
0,0,0,0,1.625522174,170.8266564,0.076,2.38963,7969.0,9.73,1579,1467.41,5539,4.322,1.1059999999999999,293.87192000000005,38.422939,15.001,CONFIRMED
1,0,1,0,7.544039,171.7982,1.175,6.222,322.6,17.47,838,116.46,5657,4.567,0.8240000000000001,293.94116,38.601101,15.559000000000001,FALSE POSITIVE
0,0,0,0,9.02930689,177.20422,0.024,3.1449,1019.8,2.57,757,77.75,5349,4.526,0.82,290.33362,38.728229999999996,15.387,CANDIDATE
0,1,0,0,10.32803571,174.581054,0.281,7.7915,16918.0,13.28,843,119.31,5627,4.359,1.024,287.69675,38.886452,15.645999999999999,FALSE POSITIVE
0,0,0,0,6.1648760000000005,135.63916,0.6459999999999999,3.262,55.8,0.79,1021,256.35,5854,4.406000000000001,1.012,300.86397999999997,44.337551,12.882,CONFIRMED
0,0,0,0,60.32494216,243.892578,0.22399999999999998,6.6188,20280.0,12.19,411,6.77,5485,4.556,0.867,285.28362999999996,38.947281,15.402999999999999,CONFIRMED
0,0,1,1,1.540397253,170.50478999999999,1.225,2.1541,816.1,25.69,1470,1105.68,5663,4.53,0.915,286.92638999999997,38.921631,15.974,FALSE POSITIVE
0,0,1,1,2.99025443,171.9834,0.013999999999999999,5.414,589.2,1.7,918,168.45,4667,4.578,0.731,287.74881,38.92955,15.842,FALSE POSITIVE
0,0,0,0,1.5947453740000002,170.6483505,0.514,1.9604,15044.0,11.3,1539,1329.42,5934,4.4910000000000005,0.893,285.21381,39.027481,15.53,CONFIRMED
0,0,0,0,4.783002698,170.50843400000002,0.003,2.335,1008.7,2.5,886,145.48,5170,4.574,0.807,287.09398999999996,39.060719,15.119000000000002,CANDIDATE
0,0,0,0,3.340218842,171.979062,0.466,1.9104,1632.6,2.03,656,43.73,3950,4.754,0.493,286.07912999999996,39.27832,15.954,CONFIRMED
0,1,1,0,2.507089906,171.002455,1.255,2.0067,1339.2,30.26,1326,730.47,5926,4.506,0.9390000000000001,295.37805,40.493401,15.555,FALSE POSITIVE
0,0,0,0,18.64932728,174.771,0.08,4.4056,893.6,3.12,701,57.13,5775,4.405,1.053,290.46176,40.562462,15.386,CONFIRMED
0,0,0,0,9.75192101,138.78608,0.9490000000000001,4.793,418.0,2.76,870,135.66,5775,4.405,1.053,290.46176,40.562462,15.386,CONFIRMED
0,0,0,0,38.557654600000006,163.85063,0.9109999999999999,5.794,993.0,4.02,550,21.71,5775,4.405,1.053,290.46176,40.562462,15.386,CONFIRMED
0,0,0,0,3.5256325389999996,170.04799509999998,0.12,2.59959,22335.0,11.58,975,213.12,5150,4.572,0.7929999999999999,290.58173,40.5774,15.224,CONFIRMED
0,0,0,0,7.748094238999999,174.997206,0.517,3.5957,2472.1,5.52,964,204.39,5973,4.439,1.085,294.4899,39.771439,15.67,CONFIRMED
0,0,0,0,8.11437482,176.33968000000002,0.573,2.2736,1558.0,2.1,460,10.55,3692,4.753,0.517,288.81201,40.033401,15.877,CONFIRMED
0,1,0,0,38.03672948,196.934947,0.501,4.34617,82872.0,27.5,500,14.81,5575,4.521,0.932,294.14789,40.055538,15.472000000000001,FALSE POSITIVE
0,1,0,0,4.64090031,173.64638,1.28,35.512,2450.6,30.09,1155,421.08,6463,4.5,0.826,295.11371,40.071171,15.27,FALSE POSITIVE
0,0,0,0,14.74914825,138.77799,0.17300000000000001,6.0995,430.2,2.89,874,137.91,5847,4.191,1.402,297.02826,48.208611,12.487,CONFIRMED
0,0,0,0,21.81295996,174.01085,0.053,4.3791,1175.4,3.38,639,39.33,5601,4.41,0.9990000000000001,294.77686,40.15374,15.54,CONFIRMED
0,0,0,0,15.37562369,173.61401999999998,0.6920000000000001,3.3169,15337.0,11.01,600,30.54,4986,4.496,0.833,283.25354,40.358189,16.422,CONFIRMED
0,0,0,0,8.10363271,176.9486,0.047,3.161,887.9,2.11,687,52.82,4861,4.574,0.732,283.22141,40.421828999999995,15.289000000000001,CONFIRMED
0,0,0,0,4.71510843,134.96178,0.258,2.506,417.5,1.46,823,108.84,4861,4.574,0.732,283.22141,40.421828999999995,15.289000000000001,CONFIRMED
0,0,0,0,6.365839713,171.13575,0.524,2.9721,780.7,2.44,914,165.33,5776,4.553999999999999,0.8490000000000001,291.14951,40.420521,15.09,CONFIRMED
0,0,0,0,3.04033046,169.94901059999998,0.736,1.8411,10859.0,8.99,1021,257.29,5035,4.519,0.7909999999999999,299.3161,40.822379999999995,15.027999999999999,CONFIRMED
0,0,0,0,31.33046135,153.43031000000002,0.7979999999999999,5.176,5073.8,6.5,481,12.61,5251,4.581,0.8170000000000001,292.23676,41.085879999999996,15.855,CONFIRMED
0,1,0,0,9.286358079,171.8214689,0.377,3.49949,44791.0,17.61,796,95.03,5670,4.523,0.821,294.74396,40.53392,15.365,FALSE POSITIVE
0,0,0,0,13.23352214,140.32196000000002,0.013999999999999999,6.7372,504.6,3.06,888,146.67,5739,4.191,1.3840000000000001,287.89713,40.637821,15.084000000000001,CONFIRMED
0,0,0,0,6.15560285,134.81656,0.235,4.9843,285.0,2.32,1146,406.94,5739,4.191,1.3840000000000001,287.89713,40.637821,15.084000000000001,CONFIRMED
0,0,0,0,2.090811305,134.17462,0.746,3.388,115.9,1.62,1642,1718.04,5739,4.191,1.3840000000000001,287.89713,40.637821,15.084000000000001,CONFIRMED
0,0,0,0,3.180027898,133.49863,0.196,3.5797,120.3,1.53,1458,1066.86,5847,4.191,1.402,297.02826,48.208611,12.487,CONFIRMED
0,0,0,0,56.22792710000001,132.29259,0.7,3.57,862.7,2.37,366,4.22,4959,4.603,0.7559999999999999,294.20215,40.66341,15.208,CONFIRMED
0,1,1,1,2.384052875,171.58362,1.178,3.0918,1268.1,17.06,1010,244.87,4794,4.58,0.701,299.64285,40.691238,15.835999999999999,FALSE POSITIVE
0,0,0,0,7.953547,174.66224,0.3,2.6312,875.4,2.25,696,55.37,4768,4.5360000000000005,0.779,291.15878,40.750271000000005,15.66,CONFIRMED
0,0,0,0,4.14451656,135.92831,0.004,2.3421,391.8,1.48,864,132.08,4768,4.5360000000000005,0.779,291.15878,40.750271000000005,15.66,CONFIRMED
0,1,0,0,4.859386384,173.011469,1.2590000000000001,2.2757,6044.3,38.33,1114,364.23,6072,4.47,0.988,292.21436,40.759762,15.311,FALSE POSITIVE
0,0,0,0,4.583520948,169.973972,0.045,2.7055,3812.1,5.39,1038,274.98,5815,4.54,0.877,299.18686,41.74268,15.287,CONFIRMED
0,0,0,0,8.20396958,169.69138,0.823,2.9667,1024.4,3.01,742,71.5,5015,4.499,0.826,286.5657,41.808399,15.376,CONFIRMED
0,0,0,0,14.49645186,143.41658999999999,0.97,4.016,647.5,3.01,613,33.48,5015,4.499,0.826,286.5657,41.808399,15.376,CONFIRMED
0,0,0,0,6.54626149,133.85963999999998,0.644,2.75,655.9,2.19,810,101.78,5251,4.581,0.8170000000000001,292.23676,41.085879999999996,15.855,CANDIDATE
0,0,0,0,12.71809866,175.35526000000002,0.42700000000000005,3.0957,1149.4,2.31,562,23.6,4702,4.592,0.6859999999999999,292.91312,41.060921,15.389000000000001,CONFIRMED
0,0,0,0,36.06588163,198.58423,0.26,4.3246,1563.8,2.64,397,5.88,4702,4.592,0.6859999999999999,292.91312,41.060921,15.389000000000001,CONFIRMED
0,0,0,0,4.190425659,171.44122,0.45799999999999996,2.8589,2877.4,6.21,1234,547.9,6073,4.3919999999999995,1.135,293.49661000000003,41.137589,15.27,CONFIRMED
0,0,0,0,3.7098707839999996,171.98798200000002,0.023,3.0694,2020.3,4.35,1151,415.1,5727,4.463,0.978,283.86441,41.346458,15.581,CONFIRMED
0,0,0,0,16.3297527,177.29506,0.7909999999999999,6.271,1187.5,3.75,727,66.08,5878,4.444,0.987,288.51001,41.301769,15.447000000000001,CONFIRMED
0,0,0,0,27.80756622,186.713552,0.782,4.21587,25391.0,13.84,554,22.24,5862,4.584,0.785,296.88821,41.396091,15.482000000000001,CONFIRMED
0,0,0,0,80.87234690000001,203.895,0.527,11.195,3604.6,7.59,452,9.88,5510,4.2219999999999995,1.238,287.1543,41.565788,15.200999999999999,CONFIRMED
0,0,0,0,24.99324319,138.68167,0.6859999999999999,5.9409,269.6,2.29,712,60.88,5718,4.181,1.317,287.36279,38.649601000000004,12.377,CONFIRMED
0,0,0,0,10.35533116,170.93729,0.028999999999999998,3.1775,750.6,2.47,777,86.22,5501,4.462,0.9179999999999999,288.9942,41.633282,15.017999999999999,CONFIRMED
0,0,0,0,16.08518937,180.28319,0.867,3.984,1442.4,3.68,613,33.43,5239,4.523,0.826,292.10519,42.380322,15.219000000000001,CONFIRMED
0,0,0,0,235.99863990000003,208.399822,0.778,8.2284,20715.0,10.59,188,0.29,4245,4.627,0.657,293.00797,42.307201,15.172,CANDIDATE
0,0,0,0,36.27612379999999,201.2869,0.035,4.7865,1572.6,3.03,445,9.29,5103,4.562,0.787,291.63898,42.436321,15.599,CONFIRMED
0,0,0,0,17.46087931,137.26594,0.594,2.2641,812.4,2.32,568,24.6,5103,4.562,0.787,291.63898,42.436321,15.599,CONFIRMED
0,0,0,0,56.0560754,201.16578,0.018000000000000002,4.685,1626.0,1.94,233,0.69,3593,4.757,0.491,289.50847999999996,41.812119,15.849,CONFIRMED
0,0,0,0,41.40831669,195.78745,0.377,5.0264,22839.0,11.38,453,9.93,5522,4.586,0.747,291.76041000000004,41.944069,15.196,CONFIRMED
0,0,0,0,39.74893077,172.854644,0.8809999999999999,7.3051,15179.0,14.21,552,21.87,6122,4.487,0.9640000000000001,293.17929,41.969238,15.344000000000001,CANDIDATE
0,0,0,0,49.18394185,141.911924,0.035,11.3364,1646.2,8.2,669,47.4,5626,3.907,2.057,294.55917,46.062328,12.654000000000002,CONFIRMED
0,1,0,0,13.61014819,173.98731899999999,1.081,2.594,5732.9,19.02,733,68.29,5697,4.46,0.903,289.89777000000004,42.009151,15.06,FALSE POSITIVE
0,1,1,1,10.44331991,175.4046,0.23,2.7430000000000003,1159.8,2.66,667,46.94,4947,4.516,0.802,286.24356,42.148811,15.546,FALSE POSITIVE
0,0,0,0,2.237489571,170.81914,0.128,1.8119,315.8,1.41,1160,427.17,5265,4.58,0.81,290.00757000000004,42.116459000000006,15.001,CONFIRMED
0,1,0,0,5.851520671,173.8228336,0.21100000000000002,3.11058,33004.0,14.62,901,155.89,5532,4.53,0.8059999999999999,284.08731,42.233230999999996,15.33,FALSE POSITIVE
0,0,0,0,3.1678934180000002,172.14795900000001,0.026000000000000002,2.1814,781.2,2.62,1221,526.23,5895,4.503,0.94,293.81647000000004,42.212502,15.533,CONFIRMED
0,0,0,0,4.311780262,173.576483,0.196,2.7251,1154.0,3.11,1038,274.84,5527,4.484,0.927,287.24268,42.301369,15.604000000000001,CONFIRMED
0,0,0,0,20.050449399999998,188.08821,0.38299999999999995,4.556,840.9,2.69,622,35.44,5527,4.484,0.927,287.24268,42.301369,15.604000000000001,CONFIRMED
0,0,0,0,9.76734503,186.57718,0.9,1.6585,569.1,2.67,791,92.46,5527,4.484,0.927,287.24268,42.301369,15.604000000000001,CONFIRMED
0,0,0,0,119.0207044,222.236492,0.076,8.1405,7430.5,8.98,366,4.25,5453,4.342,1.062,291.58377,42.368159999999996,15.085,CANDIDATE
0,1,1,0,2.8611598939999996,171.648106,0.965,1.8832,1014.3,4.37,1355,797.1,6126,4.458,1.021,291.67172,42.343109000000005,15.618,FALSE POSITIVE
0,0,0,0,26.44439337,194.12073999999998,0.03,3.9783,1843.5,3.91,562,23.54,5427,4.463,0.929,292.87338,42.966141,15.158,CONFIRMED
0,0,0,0,51.53997972,174.055011,0.183,6.3994,3644.3,5.51,450,9.67,5427,4.463,0.929,292.87338,42.966141,15.158,CONFIRMED
0,0,0,0,5.9022457820000005,136.78393,0.209,2.9003,702.3,2.43,926,173.74,5427,4.463,0.929,292.87338,42.966141,15.158,CONFIRMED
0,0,0,0,2.382951591,135.080841,0.479,1.8876,391.6,1.86,1253,583.01,5427,4.463,0.929,292.87338,42.966141,15.158,CONFIRMED
0,0,0,0,21.02250608,207.67593,0.036000000000000004,4.1072,1772.5,3.07,521,17.48,5067,4.585,0.75,294.90972999999997,42.935261,15.859000000000002,CONFIRMED
0,0,0,0,3.219814777,133.00406,0.06,2.0642,488.2,1.69,998,234.93,5103,4.562,0.787,291.63898,42.436321,15.599,CONFIRMED
0,1,0,0,12.94066866,179.423014,0.897,2.4845,42450.0,22.94,723,64.64,5875,4.572,0.809,291.11969,42.507069,15.215,FALSE POSITIVE
0,0,0,0,33.60123371,186.680343,0.67,4.4056,7425.9,8.46,495,14.22,5149,4.447,0.93,289.26874,42.604172,15.262,CONFIRMED
0,0,0,0,4.601811819,169.98108,0.5670000000000001,2.2607,755.9,2.35,896,152.91,4986,4.496,0.833,296.48343,42.663429,15.024000000000001,CONFIRMED
0,0,0,0,11.18719905,137.17813999999998,0.387,3.252,353.6,1.55,667,46.65,4986,4.496,0.833,296.48343,42.663429,15.024000000000001,CONFIRMED
0,0,0,0,5.95489993,170.955871,0.327,2.3892,1410.7,2.33,635,38.52,4261,4.641,0.633,293.63696,42.82497,15.019,CONFIRMED
0,0,0,0,12.03987488,181.22536000000002,0.28600000000000003,2.7363,1250.6,2.18,502,15.06,4261,4.641,0.633,293.63696,42.82497,15.019,CONFIRMED
0,0,0,0,20.83762895,132.08488,0.706,2.3734,439.0,1.42,418,7.24,4261,4.641,0.633,293.63696,42.82497,15.019,CONFIRMED
0,1,1,1,8.8111022,136.4568,1.2229999999999999,5.0683,401.1,63.66,1399,904.92,6200,3.8,2.404,294.46088,38.383461,12.759,FALSE POSITIVE
0,0,0,0,23.58917143,173.81994,0.9259999999999999,5.073,1200.7,3.16,487,13.34,4919,4.566,0.721,297.46002000000004,42.83992,15.315999999999999,CONFIRMED
0,0,0,0,6.481633072999999,122.97765700000001,0.833,3.784,298.5,2.54,1145,406.25,5945,4.213,1.3019999999999998,290.39273,40.28487,12.365,CONFIRMED
0,0,0,0,10.37168928,172.61729,0.537,3.035,1254.9,3.2,720,63.68,5121,4.457,0.888,290.39322000000004,43.363898999999996,15.193,CONFIRMED
0,0,0,0,3.96996298,137.75447,0.836,1.1757,299.2,1.78,992,229.37,5121,4.457,0.888,290.39322000000004,43.363898999999996,15.193,CANDIDATE
0,0,0,0,226.8904775,207.35971,0.731,7.558,3136.4,4.53,236,0.73,5067,4.585,0.75,294.90972999999997,42.935261,15.859000000000002,CONFIRMED
0,1,0,0,1.956811408,170.694208,1.091,2.1958,24905.0,21.58,1109,357.16,5209,4.657,0.603,295.83536000000004,42.943062,15.533,FALSE POSITIVE
0,0,0,0,2.6888992330000003,170.1020904,0.001,2.11275,37492.0,12.04,929,175.76,4820,4.667,0.639,296.68307000000004,42.967869,15.765999999999998,CANDIDATE
0,0,0,0,9.439459486,177.186096,0.049,2.8979,3036.1,4.16,686,52.32,5097,4.5969999999999995,0.779,288.64252,43.039291,15.067,CONFIRMED
0,0,0,0,11.52306746,131.969055,0.0,3.8757,507.3,3.13,927,174.81,5644,4.162,1.411,284.48245,44.398041,12.345999999999998,CONFIRMED
1,0,0,0,20.47748843,178.66786000000002,0.49700000000000005,2.8364,1382.4,2.92,530,18.65,5097,4.5969999999999995,0.779,288.64252,43.039291,15.067,CONFIRMED
0,0,0,0,3.336123113,135.31623000000002,0.252,1.9616,516.3,1.74,970,209.79,5097,4.5969999999999995,0.779,288.64252,43.039291,15.067,CONFIRMED
